2025-11-28 21:28:56,014 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 21:54:38,488 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-30 21:54:40,169 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-30 21:54:41,576 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 21:54:43,011 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 21:54:44,413 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 21:54:45,892 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 21:54:47,353 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 21:54:48,975 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 21:54:50,418 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 21:54:51,876 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 21:54:53,481 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 21:54:55,031 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 21:54:56,529 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 21:54:58,090 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 21:54:59,542 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 21:55:00,974 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 21:55:02,377 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 21:55:03,825 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 21:55:05,268 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 21:55:06,694 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 23:21:02,169 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 23:21:03,925 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 23:21:05,410 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 23:21:07,386 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 23:21:10,155 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 23:21:11,587 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 23:21:13,019 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 23:21:14,486 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 23:21:15,904 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 23:21:17,437 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 23:21:19,162 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 23:21:20,802 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 23:21:22,355 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 23:21:23,875 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 23:21:25,318 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 23:21:26,861 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 23:21:28,279 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 23:21:29,974 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 23:21:31,406 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 23:21:32,989 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-30 23:21:34,454 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-30 23:21:35,878 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-30 23:21:37,405 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 23:21:38,822 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 23:21:40,298 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 23:21:41,705 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 23:21:43,150 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 23:21:44,544 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 23:21:46,022 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 23:21:47,449 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 23:21:48,879 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 23:21:50,273 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 23:21:51,678 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 23:21:53,166 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 23:21:54,695 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 23:21:56,198 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 23:21:57,637 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 23:21:59,098 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 23:22:00,624 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 23:22:02,067 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 23:22:25,503 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 23:22:26,995 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 23:22:28,444 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 23:22:30,128 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 23:22:31,766 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 23:22:33,252 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 23:22:34,737 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 23:22:36,375 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 23:22:37,911 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 23:22:39,547 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 23:22:41,186 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 23:22:42,823 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 23:22:44,463 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 23:22:46,101 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 23:22:47,644 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 23:22:49,128 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 23:22:50,610 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 23:22:52,136 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 23:22:53,518 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 23:22:55,214 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-30 23:22:56,751 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-30 23:22:58,203 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-30 23:22:59,649 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 23:23:01,258 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 23:23:02,663 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 23:23:04,105 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 23:23:05,661 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 23:23:07,154 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 23:23:08,866 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 23:23:11,516 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 23:23:13,240 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 23:23:14,702 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 23:23:16,267 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 23:23:17,850 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 23:23:19,484 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 23:23:21,045 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 23:23:22,460 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 23:23:23,868 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 23:23:25,283 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 23:23:26,755 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 17:58:01,232 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-05 17:58:02,173 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 17:58:03,037 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 17:58:03,884 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 17:58:04,739 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 17:58:05,590 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 17:58:06,440 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 17:58:07,295 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 17:58:08,138 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-05 17:58:08,990 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 17:58:09,845 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 17:58:10,694 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 17:58:11,547 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 17:58:12,425 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 17:58:13,274 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 17:58:14,125 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 17:58:14,973 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 17:58:15,839 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 17:58:16,688 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 17:58:17,546 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2026-01-05 17:58:18,402 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2026-01-05 17:58:19,257 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2026-01-05 17:58:20,113 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 17:58:20,960 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 17:58:21,818 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 17:58:22,676 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 17:58:23,525 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 17:58:24,375 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 17:58:25,234 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 17:58:26,079 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-05 17:58:26,932 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 17:58:27,784 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 17:58:28,641 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 17:58:29,496 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 17:58:30,347 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 17:58:31,195 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 17:58:32,125 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 17:58:32,976 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 17:58:33,822 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 17:58:34,684 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 17:58:59,009 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-05 17:58:59,862 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 17:59:00,703 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 17:59:01,535 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 17:59:02,372 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 17:59:03,213 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 17:59:04,054 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 17:59:04,893 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 17:59:05,726 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-05 17:59:06,559 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 17:59:07,389 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 17:59:08,222 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 17:59:09,060 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 17:59:09,896 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 17:59:10,726 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 17:59:11,564 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 17:59:12,404 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 17:59:13,242 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 17:59:14,071 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 17:59:14,905 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2026-01-05 17:59:15,740 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2026-01-05 17:59:16,570 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2026-01-05 17:59:17,408 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 17:59:18,245 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 17:59:19,074 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 17:59:19,911 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 17:59:20,740 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 17:59:21,576 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 17:59:22,413 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 17:59:23,242 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-05 17:59:24,076 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 17:59:24,913 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 17:59:25,747 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 17:59:26,586 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 17:59:27,422 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 17:59:28,261 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 17:59:29,108 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 17:59:29,941 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 17:59:30,770 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 17:59:31,604 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 18:03:51,129 - WARNING - Retrying (Retry(total=4, connect=5, read=4, redirect=None, status=None)) after connection broken by 'ProtocolError('Remote end closed connection without response')': /v1/forecast?latitude=32.7767&longitude=-96.797&start_date=2021-01-01&end_date=2024-12-31&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m&timezone=auto&format=flatbuffers
2026-01-05 23:32:45,543 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-05 23:32:46,482 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 23:32:47,319 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 23:32:48,149 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 23:32:48,994 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 23:32:49,826 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 23:32:50,663 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 23:32:51,504 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 23:32:52,336 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-05 23:32:53,174 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 23:32:54,014 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 23:32:54,855 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 23:32:55,684 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 23:32:56,513 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 23:32:57,355 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 23:32:58,205 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 23:32:59,044 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 23:32:59,879 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 23:33:00,736 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 23:33:01,586 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2026-01-05 23:33:02,419 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2026-01-05 23:33:03,258 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2026-01-05 23:33:04,090 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 23:33:04,931 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 23:33:05,763 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 23:33:06,601 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 23:33:07,434 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 23:33:08,266 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 23:33:09,099 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 23:33:09,936 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-05 23:33:10,778 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 23:33:11,618 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 23:33:12,451 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 23:33:13,281 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 23:33:14,113 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 23:33:14,954 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 23:33:15,874 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 23:33:16,808 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 23:33:17,639 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 23:33:18,484 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 23:37:55,275 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2026-01-05 23:37:56,193 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 23:37:57,026 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 23:37:57,874 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 23:37:58,716 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 23:37:59,553 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 23:38:00,403 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 23:38:01,242 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 23:38:02,075 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2026-01-05 23:38:02,920 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2026-01-05 23:38:03,755 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2026-01-05 23:38:04,598 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2026-01-05 23:38:05,443 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2026-01-05 23:38:06,284 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2026-01-05 23:38:07,119 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2026-01-05 23:38:07,950 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2026-01-05 23:38:08,794 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2026-01-05 23:38:09,626 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2026-01-05 23:38:10,471 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2026-01-05 23:38:11,310 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2026-01-05 23:38:12,151 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2026-01-05 23:38:13,000 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2026-01-05 23:38:13,842 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2026-01-05 23:38:14,686 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2026-01-05 23:38:15,538 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2026-01-05 23:38:16,392 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2026-01-05 23:38:17,243 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2026-01-05 23:38:18,114 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2026-01-05 23:38:18,972 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2026-01-05 23:38:19,829 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
